processed_text,label
dekashoko holjenrevea veganoso veganrevoiution anticarnist least consistent please,1
dekashoko holjenrevea veganoso veganrevoiution anticarnist girl u admitted personal taste preference health,1
veganrevoiution id say bulimia way worse killing animals tastebuds barfing anyway least anorexics barely eat,1
goveggiefoods would lot easier find products went vegan lot stores carry lactose free ones,1
arianna chao fieldroast,1
rt theveganqueen animal welfares fundraising braais like lets raise money help animals killing amp eating othe,1
rt katepowll team scientists predict ocean empty fish meaning natural predators die enj,1
rt amazonsmile remember prime day shopping amazon donate favorite charity hap,1
theres moth room wont leave keeps playing dead scared try sleep wake flapping faceam crazy,1
imaplacebo chips tho another story,1
one oreo im set like month idk people binge sweets _ツ_,1
rt nightmareofyou scheduling first band rehearsal years,1
rt _coffee_cat queenfeminist autocorrect something good,1
ever,1
idk eat,1
rt rickygervais vote whether relax hunting ban dropped face probable defeat well done,1
people saying dont know eat vegan expensive really eat normally find vegan substitutes,1
drwaynewdyer either way isnt sad gone feel like dont quite grasp difference,1
buterafirefly termiteking takeyiaa harazustin rice beans lentils barley etc cheapest foods theyre vegan fyi,1
rt vegangmo congrats newharvestorg real vegan eggs clarafoods project funding,1
rt peta theyre everyones favorite vegan side happy frenchfries day,1
junglecafenyc cant wait try much eat buffet saturday vegan,1
rt junglecafenyc custodians planet responsibility deal species kindness richardgere vegan,1
wanted friends anxiety understand want something feel literally unable move,1
rt scatsx made followers rt follow chance win choice space cats gear spacecatgiveaway,1
rt spitnotchewed dont want nudes leaked dont take nudes week avoid robbed nothing avoid murd,1
rt shopivoryella rt win tiedye choice ends sunday pm est must following win pick winners ht,1
rt nytimes whole life felt like people wanted girls little quieter amyschumer says,1
rt organiclivefood tuna highest contamination mercuryradiation since travels entire pacific ocean compared salmon,1
rt thetatatop gender equality thetatatop censorshipsucks equality freethenippple,1
theskinnycow plz fuck cow wants raped milk meant babies stolen away veal fed fat humans,1
cant wait thetatatop freethenippple,1
rt nomyourself open letter arbys,1
rt jackilippman becausebaconator delicious worth pain soul,1
rt jackilippman becausebaconator delicious worth pain soul,1
rt lotuspad dog cat tasted like bacon would eat becausebaconator,1
thebuzztrend iambaconator guilty pleasure killing baby pigs smarter year old children mmmmm yup nothing wrong,1
veganbros love drink snaps feel like theres enough vegans still drink alcohol reason,1
rt vegaprocity grow sprouts sproutingseeds vegan veganfood whatveganseat sandwiches,1
rt arposters great start week iris john amp rachel completed challenge veganoutreach peta peta veganoutreach,1
rt arposters another challenge complete great job get free posters sign join us,1
rt thedebrief think youve got weird nipples start loving geegeeash dolphinesco freethenipple,1
rt frank check interview dolphinesco x freethenipple campaign frankfemmes ch,1
freethenipple dont give fuck,1
freethenipple freethenipple many feeliingss,1
watching freethenipple,1
rt drnealbarnard week blogged prostate cancer nutrition prevention read,1
rt veganoutreach imaplacebo nice,1
rt pcrm imaplacebo drnealbarnard wonderful plantbasedrx,1
rt veganrevoiution everdayactivism ideas _,1
rt earthjustice humans responsible killing million sharks per year sharkweek sharkweek,1
rt anticarnist instead people asking vegan asking eat dead bodies,1
trillions dollars year failed drug trials lets help people learn foods clinicially proven effective,1
rt jaredleto vegan doughnuts airplanes suitcases wheels gratitude,1
rt notofeminism dont need fiemsm prolife femists love abortions normal sunday brunch mimosa french toast spa hair,1
drnealbarnard thank pcrm many free resources makes believe doctors really care,1
rickygervais dude agree also agree torturing cows flavour actions match beliefs youll see govegan,1
endalzheimers endheartdisease enddiabetes endcancer govegan thank pcrm,1
rt pcrm studies show plantbasedrx help manage amp reverse type diabetes easy steps get started,1
rt pcrm boost brain health amp help endalzheimers w dietary guidelines alzheimers prevention,1
rt pcrm raise awareness cancer survivors day amp share resources w family amp friends ncsd,1
rt pcrm nba stars stay game plantbased diet,1
rt pcrm justthefacts new infographic drug testing wanting bey vegan plantbasedrx amp,1
rt drnealbarnard struggling migraines answer might pantry,1
drnealbarnard pcrm going vegan stopped migraines,1
rt pcrm infographic shows plantbased foods help boost healthy bacteria digestive system,1
rt jmebbk rt lilbthebasedgod chickens need respected loved much dogs cats love love none lil b,1
rickygervais vegan vegan vegan way,1
rt rickygervais imagine offended swear word tweet people torturing fucking helpless animal death yeah thats,1
craving vegan pizza soo bad,1
rickygervais anyone torturing animals offensive dont forget dairy cows govegan ricky,1
araol tumstweets comment sick ad dont eat chickens turkeys govegan,1
rt lilbthebasedgod america scared stand cows pigs chickens like scared stand slavery love pain,1
mail time thanks veganoutreach peta peta vegan,1
got men telling isnt true bc womens soccer okay buddy,1
rt shakeygrves im sick vegansvegetarians shoving lifestyle choices throats time,1
rt veganrevoiution may see error ways give friends family breast cancer thats fellas,1
rt vegan meat involves killing innocents say higher welfare meat better factory farmed delusional,1
rt sorshamorava youre vegetarian simply dont eat meat youre still contributing animal slaughter go vegan truly c,1
termiteking jasminajafc saulcarranza sorshamorava yeah vegetarians know aware cant give cheese,1
trisha paytas fat ok via youtube,1
vegnews hey usa catch dont need torture animals good show ringlingbros,1
rt vegnews mexico says adios dancing bears balancing elephants banning use wild animals circuses,1
rt notofeminism dont need femimsms yes true female athletes transform back wives wombs immediately sports end htt,1
rt evarhussayni youre feminist family,1
theveganqueen fuck traps get caught die slow painful death bc youre scared teeny little harmless mouse,1
rt theveganqueen ppl uhm dont vegans know humans ultimate predator kill killed top food chain canines,1
rt katepowll much love,1
rt peta animals,1
shrug,1
rt aheal seaworld could get even quarter whatever drugs guys id love walk around life delusional black,1
rt genebaur im animal rights activist much human suffering world,1
many sour straws last night healthade kombucha cure,1
yeahdawgvegan sroakes got em early,1
rt dbuerkert world would better place without selfies,1
veganrevoiution please explain vegan,1
veganrevoiution vegan ugh wat,1
veganrevoiution shadowwww,1
rt veganrevoiution feeding vegan cat like,1
veganrevoiution might better causes store loss meat must thrown,1
veganrevoiution oh hell yeah,1
rt veganrevoiution lock dog car hot day hero might drop leather satchel amp hamburger quickly break window,1
applegate id prefer dead animals plate lightlife tofurky dogs best,1
rt nickbayside close feel everyone crazy right,1
forgot bout dat full moon,1
help someone invent food pill feed intravenously,1
without alcohol shrug,1
still wish better appetite though,1
always thought needed alcohol increase appetite see recommended,1
rt estherthepig money cant buy happiness buy cake thats pretty much thing,1
rt itcanwait youd surprised miss tweet drive panda handing pizza bummer itcanwait,1
seamless seamlessbecause portobello mushrooms fell grill fire,1
anyone knows mean truely knows knows back diagnosed severe depression,1
adam levines new girlfriend,1
mom lisa carson,1
talking dead point tonight thewalkingdead twd twdseasonpremiere thetalkingdead,1
ohhh next episode thewalkingdead edin jss sooooo excited,1
finished thewalkingdead love,1
made cry back february best friend committed suicide someone hug like,1
thank sooo much everyone wishing happy birthday today turned good birthday got drunk,1
im excited meet new niece probably heading hospital later also prayers mom paion ribcage,1
posted new video facebook,1
posted new video facebook,1
thiumbs aje rdunjk,1
im still drunker alcoholic fridays haahahahahhahaahahahahahhahahahha,1
reason dont get facebook im buzzed drunk e dying lmao literally,1
posted new video facebook,1
mia baking cake birthday three damn morning lol getting drunk great start birthday,1
got unexpected call minutes ago im happy hear well like things,1
illinois could become first state legalize marijuana legislature ihl,1
got nails done today,1
libra right accurate scary,1
realest ahit ive heard year swear,1
took seconds stop start get,1
last night left place staying moved im trash anyone say bad things ive,1
lil booboos working words,1
cluck cluck dont give fucks excuse language inside joke lol,1
age b biggest fear feet c current time pm drink last baja blast e easiest person,1
mia bought hookah today fire badboy,1
day becoming frustrating swear,1
prayers needed please think im getting sick twins already sick think caught,1
hellions lol,1
go,1
laughed way hard lol,1
ok everyone drama done stop name calling stop accusations sheesh,1
get turned away fucking family dude shit really hurts excuse language facebook,1
wanted put twins bed since hadnt done since last time let say auntie,1
im diagnosed anxiety bpd depression struggles overcome single mother person somebody,1
im diagnosed anxiety bpd depression struggles overcome single mother person somebody,1
adam thank relate diagnosed feb also struggled depression amp anxiety adolescent,1
tealblue hair cant get teal photo,1
today hard spent bed reading day lithium tomorrow call pdoc,1
rt catagator oh god courtney_s tothegirls new york times,1
started reading good thus far,1
tothegirls deserve good life kick anyone makes feel otherwise,1
courtney_s definitely taking part,1
pbp going lithium bipolardisorder bipolar mentalillness,1
large photo post past month,1
reblog book club tumblr chosen courtney_s book rage book next months excited books bookclubs,1
